RSI;RSI_60;call_buy_count:1_mln;call_buy_count:300_k;call_buy_count:500_k;call_sell_count:1_mln;call_sell_count:300_k;call_sell_count:500_k;candle_pattern:15_min;candle_pattern:1_day;candle_pattern:60_min;change;close;elem_id;ma_rating;ma_rating:15_min;ma_rating:1_day;ma_rating:60_min;mom;mom:1_day;order_call_buy_otm_count_pct;order_call_sell_otm_count_pct;order_put_buy_otm_count_pct;order_put_sell_otm_count_pct;order_sweep_count_pct:long;order_sweep_count_pct:short;os_rating;os_rating:15_min;os_rating:1_day;os_rating:60_min;premium;premium_bs_diff;premium_bs_diff_percentage;premium_bs_diff_sentiment;price_earnings_ttm_1d;price_target:1_year;put_buy_count:1_mln;put_buy_count:300_k;put_buy_count:500_k;put_sell_count:1_mln;put_sell_count:300_k;put_sell_count:500_k;recommendation_mark;rsi:15_min;rsi:1_day;rsi:60_min;sector;symbol;tech_rating;tech_rating:15_min;tech_rating:1_day;tech_rating:60_min;volume_change:15_min;volume_change:1_day;volume_change:60_min
60.54;49.439998626708984;2;2;2;0;0;0;[];[];[];-1.5099999904632568;202.74000549316406;pscrt1;0.800000011920929;-0.6700000166893005;0.800000011920929;0.27000001072883606;2.2;2.200000047683716;100.0;0.0;0.0;0.0;0.0;0.0;-0.18000000715255737;-0.18000000715255737;-0.18000000715255737;-0.27000001072883606;4607500;3392500;73.63;4607500;25.38471221923828;209.52000427246094;0;0;0;0;1;1;1.2799999713897705;36.150001525878906;60.540000915527344;49.439998626708984;Communications;TMUS;0.3100000023841858;-0.41999998688697815;0.3100000023841858;-0.0;-20.75;-37.97999954223633;-73.2300033569336
44.8;54.040000915527344;0;2;0;0;1;0;[];[];"[""SpinningTop.Black""]";0.20000000298023224;208.27000427246094;pscrt1;-0.27000001072883606;-0.27000001072883606;-0.27000001072883606;0.12999999523162842;-12.03;-12.029999732971191;68.0;40.0;80.0;100.0;30.0;13.0;0.0;-0.18000000715255737;0.0;-0.09000000357627869;4389799;1712201;39.0;631799;11.616764068603516;223.33999633789062;0;0;0;0;0;0;1.440000057220459;50.38999938964844;44.79999923706055;54.040000915527344;Finance;JPM;-0.12999999523162842;-0.2199999988079071;-0.12999999523162842;0.019999999552965164;56.880001068115234;-47.939998626708984;-53.400001525878906
57.99;64.61000061035156;1;1;1;0;2;1;[];[];[];0.9399999976158142;267.79998779296875;pscrt1;0.12999999523162842;0.800000011920929;0.12999999523162842;0.800000011920929;9.73;9.729999542236328;13.0;81.0;100.0;0.0;11.0;22.0;0.18000000715255737;-0.09000000357627869;0.18000000715255737;-0.18000000715255737;4373300;520700;11.91;842700;20.693025588989258;311.7300109863281;0;0;0;0;0;0;1.4900000095367432;57.9900016784668;57.9900016784668;64.61000061035156;Retail Trade;LULU;0.1599999964237213;0.3499999940395355;0.1599999964237213;0.3100000023841858;74.31999969482422;-34.56999969482422;-67.47000122070312
41.7;57.02000045776367;0;1;1;0;0;0;"[""SpinningTop.White""]";"[""SpinningTop.White""]";"[""Doji""]";0.8500000238418579;11.850000381469727;pscrt1;-0.6700000166893005;0.12999999523162842;-0.6700000166893005;0.0;-0.26;-0.25999999046325684;100.0;0.0;0.0;43.0;48.0;10.0;0.09000000357627869;-0.18000000715255737;0.09000000357627869;0.0;4240700;358300;8.45;1737900;148.68255615234375;15.109999656677246;0;1;1;0;2;0;1.9299999475479126;49.869998931884766;41.70000076293945;57.02000045776367;Non-Energy Minerals;CLF;-0.28999999165534973;-0.019999999552965164;-0.28999999165534973;0.0;7.449999809265137;-55.560001373291016;-29.1200008392334
54.51;64.80999755859375;0;0;0;0;0;0;[];[];[];0.05000000074505806;10.600000381469727;pscrt1;0.12999999523162842;0.9300000071525574;0.12999999523162842;0.9300000071525574;0.6;0.6000000238418579;0.0;0.0;55.0;79.0;36.0;7.0;0.18000000715255737;0.27000001072883606;0.18000000715255737;-0.09000000357627869;4207200;-1231000;29.26;1231000;4.684943675994873;14.989999771118164;0;1;1;0;3;2;1.350000023841858;62.06999969482422;54.5099983215332;64.80999755859375;Non-Energy Minerals;VALE;0.1599999964237213;0.6000000238418579;0.1599999964237213;0.41999998688697815;443.7099914550781;-51.130001068115234;-45.45000076293945
70.88;58.2599983215332;0;2;1;0;1;1;[];[];[];-0.27000001072883606;43.939998626708984;pscrt1;0.800000011920929;0.12999999523162842;0.800000011920929;0.4000000059604645;2.35;2.3499999046325684;41.0;45.0;0.0;37.0;52.0;19.0;0.0;-0.09000000357627869;0.0;-0.09000000357627869;4202000;201200;4.79;1882000;0.0;40.540000915527344;0;0;0;0;0;0;1.7999999523162842;47.849998474121094;70.87999725341797;58.2599983215332;Finance;AFRM;0.4000000059604645;0.019999999552965164;0.4000000059604645;0.15000000596046448;-30.489999771118164;-23.81999969482422;-18.68000030517578
68.28;72.05999755859375;0;1;1;0;0;0;"[""Doji""]";"[""Doji""]";[];1.090000033378601;18.020000457763672;pscrt1;0.9300000071525574;0.6700000166893005;0.9300000071525574;0.800000011920929;1.68;1.6799999475479126;84.0;56.0;0.0;0.0;21.0;50.0;0.09000000357627869;-0.09000000357627869;0.09000000357627869;-0.18000000715255737;4079300;-248700;6.1;992500;27.662675857543945;21.709999084472656;0;0;0;1;1;1;1.340000033378601;54.959999084472656;68.27999877929688;72.05999755859375;Consumer Services;CCL;0.5099999904632568;0.28999999165534973;0.5099999904632568;0.3100000023841858;-55.709999084472656;-34.09000015258789;-61.61000061035156
0.0;0.0;1;1;1;0;0;0;[];[];[];0.0;0.0;pscrt1;0.0;0.0;0.0;0.0;0.0;0.0;9.0;100.0;0.0;0.0;20.0;40.0;0.0;0.0;0.0;0.0;3921200;3347400;85.37;3347400;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;"";NVDL;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75.86;73.12999725341797;0;0;0;0;1;0;"[""Doji""]";"[""Doji""]";[];0.44999998807907104;155.25;pscrt1;0.800000011920929;0.0;0.800000011920929;0.6700000166893005;17.11;17.110000610351562;26.0;22.0;0.0;0.0;28.0;22.0;0.0;-0.18000000715255737;0.0;-0.27000001072883606;3836500;1028100;26.8;256700;59.239898681640625;135.5800018310547;0;1;0;0;0;0;1.7200000286102295;49.38999938964844;75.86000061035156;73.12999725341797;Finance;BX;0.4000000059604645;-0.09000000357627869;0.4000000059604645;0.20000000298023224;32.459999084472656;-42.91999816894531;-64.0999984741211
53.39;30.450000762939453;1;1;1;0;0;0;[];[];"[""SpinningTop.White""]";-2.5199999809265137;122.80000305175781;pscrt1;0.12999999523162842;-0.800000011920929;0.12999999523162842;-0.5299999713897705;-2.91;-2.9100000858306885;3.0;100.0;0.0;0.0;33.0;56.0;-0.18000000715255737;0.18000000715255737;-0.18000000715255737;0.0;3738800;2550000;68.2;2550000;21.74567413330078;124.05000305175781;0;0;0;0;0;0;1.5;31.979999542236328;53.38999938964844;30.450000762939453;Consumer Non-Durables;PM;-0.019999999552965164;-0.3100000023841858;-0.019999999552965164;-0.27000001072883606;64.1500015258789;-34.560001373291016;-37.939998626708984
67.02;59.25;0;2;2;0;0;0;[];[];[];-1.059999942779541;49.349998474121094;pscrt1;0.800000011920929;-0.4000000059604645;0.800000011920929;0.6700000166893005;3.28;3.2799999713897705;8.0;31.0;0.0;0.0;50.0;42.0;0.0;0.0;0.0;-0.09000000357627869;3607600;2064200;57.22;1241600;92.2774887084961;48.099998474121094;0;1;1;0;0;0;1.2599999904632568;40.88999938964844;67.0199966430664;59.25;Consumer Non-Durables;ONON;0.4000000059604645;-0.20000000298023224;0.4000000059604645;0.28999999165534973;30.329999923706055;-36.65999984741211;-34.939998626708984
44.3;70.08000183105469;0;0;0;0;0;0;[];[];[];6.230000019073486;26.940000534057617;pscrt1;-0.27000001072883606;0.800000011920929;-0.27000001072883606;0.27000001072883606;-4.36;-4.360000133514404;0.0;0.0;100.0;75.0;18.0;18.0;-0.18000000715255737;-0.27000001072883606;-0.18000000715255737;-0.36000001430511475;3468600;-1786600;51.51;1786600;0.0;29.329999923706055;0;1;0;0;3;2;2.119999885559082;67.36000061035156;44.29999923706055;70.08000183105469;Retail Trade;FL;-0.2199999988079071;0.25999999046325684;-0.2199999988079071;-0.05000000074505806;124.12999725341797;46.470001220703125;105.55000305175781
58.99;60.13999938964844;0;3;2;0;0;0;[];[];"[""SpinningTop.White""]";0.36000001430511475;71.31999969482422;pscrt1;0.9300000071525574;-0.12999999523162842;0.9300000071525574;0.6700000166893005;-0.68;-0.6800000071525574;35.0;74.0;0.0;0.0;15.0;46.0;0.09000000357627869;0.0;0.09000000357627869;0.0;3327400;1924200;57.83;401800;17.278343200683594;80.0999984741211;0;0;0;0;0;0;1.5800000429153442;48.41999816894531;58.9900016784668;60.13999938964844;Commercial Services;PYPL;0.5099999904632568;-0.07000000029802322;0.5099999904632568;0.33000001311302185;36.29999923706055;-41.29999923706055;-46.7400016784668
54.0;68.48999786376953;0;1;0;0;1;0;[];[];[];2.700000047683716;27.010000228881836;pscrt1;0.6000000238418579;0.6700000166893005;0.6000000238418579;0.800000011920929;0.31;0.3100000023841858;16.0;0.0;0.0;0.0;39.0;11.0;0.27000001072883606;0.0;0.27000001072883606;0.09000000357627869;3142400;1504000;47.86;1504000;9.822175025939941;39.38999938964844;0;0;0;0;0;0;1.25;61.279998779296875;54.0;68.48999786376953;Retail Trade;JD;0.4399999976158142;0.33000001311302185;0.4399999976158142;0.44999998807907104;-33.900001525878906;37.7400016784668;-36.720001220703125
54.43;60.959999084472656;0;0;0;0;0;0;[];[];[];8.670000076293945;38.15999984741211;pscrt1;0.7300000190734863;0.9300000071525574;0.7300000190734863;0.9300000071525574;-0.1;-0.10000000149011612;88.0;83.0;0.0;55.0;56.0;6.0;0.09000000357627869;0.09000000357627869;0.09000000357627869;0.18000000715255737;3023300;-229500;7.59;1232900;0.0;24.799999237060547;0;0;0;0;1;0;2.359999895095825;69.38999938964844;54.43000030517578;60.959999084472656;Technology Services;UPST;0.4099999964237213;0.5099999904632568;0.4099999964237213;0.5600000023841858;83.33000183105469;-33.709999084472656;22.280000686645508
64.76;77.97000122070312;1;1;1;0;0;0;[];[];[];1.350000023841858;58.439998626708984;pscrt1;0.800000011920929;0.9300000071525574;0.800000011920929;0.9300000071525574;4.92;4.920000076293945;0.0;51.0;0.0;100.0;70.0;10.0;0.09000000357627869;-0.18000000715255737;0.09000000357627869;0.09000000357627869;2740200;1435800;52.4;1711800;57.26604461669922;63.119998931884766;0;0;0;0;0;0;1.4199999570846558;63.470001220703125;64.76000213623047;77.97000122070312;Consumer Services;CMG;0.44999998807907104;0.3799999952316284;0.44999998807907104;0.5099999904632568;-24.040000915527344;-37.310001373291016;-9.199999809265137
59.7;51.650001525878906;0;4;3;0;0;0;[];[];[];-1.5399999618530273;55.31999969482422;pscrt1;0.800000011920929;-0.5299999713897705;0.800000011920929;0.27000001072883606;1.62;1.6200000047683716;0.0;0.0;0.0;0.0;0.0;0.0;-0.09000000357627869;-0.18000000715255737;-0.09000000357627869;-0.09000000357627869;2680400;2680400;100.0;2680400;14.46783447265625;58.75;0;0;0;0;0;0;1.590000033378601;35.06999969482422;59.70000076293945;51.650001525878906;Retail Trade;KR;0.3499999940395355;-0.36000001430511475;0.3499999940395355;0.09000000357627869;-18.170000076293945;-64.55000305175781;-46.7599983215332
46.65;51.939998626708984;0;2;0;0;0;0;[];[];"[""LongShadow.Lower""]";-3.180000066757202;53.880001068115234;pscrt1;-0.5299999713897705;0.27000001072883606;-0.5299999713897705;0.0;-1.21;-1.2100000381469727;54.0;52.0;0.0;100.0;50.0;8.0;-0.09000000357627869;-0.09000000357627869;-0.09000000357627869;-0.09000000357627869;2620900;1805300;68.88;2040300;25.030195236206055;66.16000366210938;0;0;0;0;0;0;1.850000023841858;50.380001068115234;46.650001525878906;51.939998626708984;Retail Trade;ETSY;-0.3100000023841858;0.09000000357627869;-0.3100000023841858;-0.05000000074505806;208.99000549316406;-28.299999237060547;55.650001525878906
63.91;56.59000015258789;0;6;0;0;0;0;[];[];"[""LongShadow.Lower""]";0.14000000059604645;161.36000061035156;pscrt1;0.800000011920929;0.9300000071525574;0.800000011920929;0.9300000071525574;1.14;1.1399999856948853;0.0;0.0;100.0;0.0;0.0;14.0;0.0;0.0;0.0;-0.09000000357627869;2600200;2600200;100.0;2151800;39.936641693115234;167.36000061035156;0;0;0;0;0;0;1.3200000524520874;56.34000015258789;63.90999984741211;56.59000015258789;Finance;ICE;0.4000000059604645;0.4699999988079071;0.4000000059604645;0.41999998688697815;335.7799987792969;-47.5;89.55999755859375
74.67;65.5999984741211;0;1;1;0;1;1;[];[];[];-0.3400000035762787;8.869999885559082;pscrt1;0.800000011920929;0.0;0.800000011920929;0.27000001072883606;3.08;3.0799999237060547;18.0;0.0;0.0;0.0;33.0;25.0;-0.27000001072883606;0.0;-0.27000001072883606;0.09000000357627869;2479800;421200;16.99;421200;0.0;8.600000381469727;0;0;0;0;0;0;1.399999976158142;48.279998779296875;74.66999816894531;65.5999984741211;Industrial Services;PCT;0.25999999046325684;0.0;0.25999999046325684;0.18000000715255737;134.66000366210938;-56.630001068115234;-53.0099983215332
59.79;44.7599983215332;0;0;0;0;0;0;[];[];[];-0.33000001311302185;95.98999786376953;pscrt1;0.800000011920929;0.4000000059604645;0.800000011920929;0.0;2.81;2.809999942779541;0.0;100.0;29.0;43.0;27.0;27.0;0.0;0.27000001072883606;0.0;0.09000000357627869;2450700;-1443300;58.89;819300;26.903779983520508;98.87999725341797;0;0;0;0;3;0;1.5099999904632568;51.90999984741211;59.790000915527344;44.7599983215332;Consumer Services;SBUX;0.4000000059604645;0.3400000035762787;0.4000000059604645;0.05000000074505806;30.09000015258789;-56.88999938964844;-49.58000183105469
51.72;44.849998474121094;0;0;0;0;0;0;"[""Engulfing.Bearish""]";"[""Engulfing.Bearish""]";[];-6.070000171661377;28.030000686645508;pscrt1;0.0;-0.800000011920929;0.0;-0.6700000166893005;-1.38;-1.3799999952316284;48.0;26.0;0.0;100.0;38.0;15.0;-0.09000000357627869;0.0;-0.09000000357627869;-0.18000000715255737;2430499;-117501;4.83;142099;0.0;37.97999954223633;0;1;0;0;1;0;1.0800000429153442;36.2400016784668;51.720001220703125;44.849998474121094;Communications;ASTS;-0.05000000074505806;-0.4000000059604645;-0.05000000074505806;-0.41999998688697815;25.829999923706055;-14.470000267028809;-23.889999389648438
40.04;38.9900016784668;1;1;1;0;0;0;[];[];[];-0.07000000029802322;20.079999923706055;pscrt1;-0.6700000166893005;-0.800000011920929;-0.6700000166893005;-0.800000011920929;-3.06;-3.059999942779541;0.0;57.0;0.0;0.0;14.0;43.0;0.09000000357627869;0.09000000357627869;0.09000000357627869;0.27000001072883606;2326200;509800;21.92;335600;155.7408905029297;10.0;0;1;0;0;1;0;2.75;44.029998779296875;40.040000915527344;38.9900016784668;Retail Trade;GME;-0.28999999165534973;-0.3499999940395355;-0.28999999165534973;-0.25999999046325684;22.639999389648438;-21.649999618530273;-65.62000274658203
54.59;67.66999816894531;0;1;1;0;2;2;"[""Doji""]";"[""Doji""]";"[""SpinningTop.White""]";0.8600000143051147;270.1000061035156;pscrt1;0.12999999523162842;0.800000011920929;0.12999999523162842;0.9300000071525574;3.5;3.5;44.0;0.0;0.0;0.0;29.0;29.0;0.18000000715255737;0.0;0.18000000715255737;-0.09000000357627869;2326000;286000;12.3;2000;394.76776123046875;326.2099914550781;0;0;0;0;0;0;1.2899999618530273;56.470001220703125;54.59000015258789;67.66999816894531;Technology Services;CRWD;0.1599999964237213;0.4000000059604645;0.1599999964237213;0.41999998688697815;-21.350000381469727;-41.0099983215332;-57.599998474121094
73.91;63.2400016784668;0;1;1;0;1;1;"[""SpinningTop.White""]";"[""SpinningTop.White""]";[];0.41999998688697815;83.16000366210938;pscrt1;0.800000011920929;0.800000011920929;0.800000011920929;0.800000011920929;4.16;4.159999847412109;32.0;0.0;0.0;100.0;38.0;25.0;0.18000000715255737;-0.09000000357627869;0.18000000715255737;-0.27000001072883606;2294600;122200;5.33;323800;101.63774108886719;84.41000366210938;0;0;0;0;0;0;1.5800000429153442;55.63999938964844;73.91000366210938;63.2400016784668;Health Technology;GILD;0.49000000953674316;0.3499999940395355;0.49000000953674316;0.25999999046325684;100.87000274658203;19.8700008392334;137.4499969482422
65.96;56.84000015258789;0;0;0;0;0;0;[];[];[];1.7799999713897705;39.349998474121094;pscrt1;0.6700000166893005;0.4000000059604645;0.6700000166893005;0.800000011920929;3.32;3.319999933242798;100.0;14.0;100.0;100.0;21.0;36.0;0.18000000715255737;-0.09000000357627869;0.18000000715255737;0.0;2107200;-510400;24.22;65000;0.0;45.54999923706055;0;0;0;0;0;0;1.8799999952316284;51.459999084472656;65.95999908447266;56.84000015258789;Retail Trade;CPRI;0.41999998688697815;0.15000000596046448;0.41999998688697815;0.4000000059604645;-59.29999923706055;114.97000122070312;-61.84000015258789
51.52;62.0099983215332;0;0;0;0;0;0;[];[];"[""SpinningTop.White""]";0.4099999964237213;43.060001373291016;pscrt1;0.0;0.12999999523162842;0.0;0.800000011920929;1.7;1.7000000476837158;44.0;0.0;100.0;35.0;46.0;8.0;0.09000000357627869;-0.09000000357627869;0.09000000357627869;0.0;2055300;-187500;9.12;1013100;32.4920768737793;54.9900016784668;0;0;0;0;0;0;1.350000023841858;49.65999984741211;51.52000045776367;62.0099983215332;Non-Energy Minerals;FCX;0.05000000074505806;0.019999999552965164;0.05000000074505806;0.4000000059604645;34.650001525878906;-60.209999084472656;-55.529998779296875
53.22;56.16999816894531;0;3;0;0;0;0;[];[];"[""SpinningTop.White""]";0.8299999833106995;455.5400085449219;pscrt1;0.4000000059604645;0.12999999523162842;0.4000000059604645;0.5299999713897705;-21.29;-21.290000915527344;36.0;100.0;100.0;0.0;14.0;29.0;0.18000000715255737;-0.18000000715255737;0.18000000715255737;0.0;2052400;1204000;58.66;490000;14.487342834472656;476.9700012207031;0;0;0;0;0;0;1.6399999856948853;52.56999969482422;53.220001220703125;56.16999816894531;Finance;BRK.B;0.28999999165534973;-0.019999999552965164;0.28999999165534973;0.27000001072883606;35.400001525878906;-27.290000915527344;-37.529998779296875
63.93;68.80000305175781;0;2;0;0;2;0;[];[];[];1.5199999809265137;265.05999755859375;pscrt1;0.9300000071525574;0.4000000059604645;0.9300000071525574;0.800000011920929;10.75;10.75;100.0;88.0;0.0;0.0;14.0;43.0;0.09000000357627869;-0.18000000715255737;0.09000000357627869;-0.09000000357627869;2047100;216900;10.6;216900;19.77410316467285;256.3500061035156;0;0;0;0;0;0;1.6200000047683716;57.54999923706055;63.93000030517578;68.80000305175781;Finance;AXP;0.5099999904632568;0.10999999940395355;0.5099999904632568;0.3499999940395355;160.5399932861328;-28.84000015258789;-32.90999984741211
78.6;72.36000061035156;0;1;0;0;0;0;[];[];[];-0.3100000023841858;6.349999904632568;pscrt1;0.9300000071525574;0.6700000166893005;0.9300000071525574;0.800000011920929;1.85;1.850000023841858;89.0;0.0;100.0;0.0;50.0;42.0;-0.18000000715255737;0.0;-0.18000000715255737;-0.36000001430511475;2032900;1135300;55.85;187100;0.0;5.289999961853027;0;0;0;0;0;0;2.140000104904175;58.7599983215332;78.5999984741211;72.36000061035156;Finance;MPW;0.3799999952316284;0.33000001311302185;0.3799999952316284;0.2199999988079071;177.22000122070312;-36.630001068115234;-20.559999465942383
27.41;30.360000610351562;1;1;1;0;0;0;[];[];[];-3.3399999141693115;22.850000381469727;pscrt1;-0.9300000071525574;-0.800000011920929;-0.9300000071525574;-0.800000011920929;-8.35;-8.350000381469727;20.0;0.0;52.0;0.0;17.0;50.0;0.09000000357627869;0.0;0.09000000357627869;0.18000000715255737;1987400;1987400;100.0;774000;6.807889461517334;35.599998474121094;0;0;0;0;0;0;1.8799999952316284;36.689998626708984;27.40999984741211;30.360000610351562;Consumer Services;SIRI;-0.41999998688697815;-0.4000000059604645;-0.41999998688697815;-0.3100000023841858;-3.9200000762939453;-35.400001525878906;-72.5999984741211
66.78;70.29000091552734;0;0;0;0;1;0;[];[];[];2.319999933242798;49.83000183105469;pscrt1;0.9300000071525574;0.9300000071525574;0.9300000071525574;0.800000011920929;1.41;1.409999966621399;16.0;0.0;0.0;0.0;78.0;22.0;0.18000000715255737;-0.09000000357627869;0.18000000715255737;-0.09000000357627869;1981300;952500;48.07;952500;38.23958206176758;50.08000183105469;0;0;0;0;0;0;1.649999976158142;65.38999938964844;66.77999877929688;70.29000091552734;Process Industries;IP;0.5600000023841858;0.41999998688697815;0.5600000023841858;0.3499999940395355;397.1000061035156;45.630001068115234;52.7400016784668
63.14;64.94000244140625;0;0;0;0;0;0;[];[];[];0.6399999856948853;6.289999961853027;pscrt1;0.800000011920929;0.5299999713897705;0.800000011920929;0.800000011920929;1.58;1.5800000429153442;51.0;0.0;0.0;0.0;40.0;40.0;0.0;-0.18000000715255737;0.0;-0.18000000715255737;1975700;-1432300;72.5;1567700;0.0;4.320000171661377;0;0;0;1;1;1;2.1700000762939453;58.029998779296875;63.13999938964844;64.94000244140625;Communications;LUMN;0.4000000059604645;0.18000000715255737;0.4000000059604645;0.3100000023841858;11.029999732971191;-44.84000015258789;-63.2400016784668
74.52;71.08000183105469;0;0;0;0;0;0;[];[];[];0.12999999523162842;62.66999816894531;pscrt1;0.9300000071525574;0.5299999713897705;0.9300000071525574;0.9300000071525574;8.66;8.65999984741211;28.0;100.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;-0.27000001072883606;1815800;1585800;87.33;1585800;0.0;57.09000015258789;0;0;0;0;0;0;1.5;54.970001220703125;74.5199966430664;71.08000183105469;Technology Services;Z;0.4699999988079071;0.27000001072883606;0.4699999988079071;0.33000001311302185;9.279999732971191;-43.209999084472656;-76.31999969482422
72.06;52.45000076293945;0;1;0;0;1;1;[];[];[];-0.15000000596046448;46.16999816894531;pscrt1;0.800000011920929;-0.4000000059604645;0.800000011920929;0.12999999523162842;3.25;3.25;89.0;100.0;0.0;0.0;29.0;14.0;0.0;0.09000000357627869;0.0;-0.09000000357627869;1787400;74800;4.18;288400;0.0;44.630001068115234;0;0;0;0;0;0;1.4500000476837158;45.790000915527344;72.05999755859375;52.45000076293945;Technology Services;RBLX;0.4000000059604645;-0.15000000596046448;0.4000000059604645;0.019999999552965164;-23.93000030517578;-61.970001220703125;-59.45000076293945
68.26;62.4900016784668;0;0;0;0;0;0;[];[];[];1.1100000143051147;20.520000457763672;pscrt1;0.5299999713897705;0.9300000071525574;0.5299999713897705;0.9300000071525574;3.82;3.819999933242798;53.0;73.0;100.0;100.0;36.0;45.0;-0.09000000357627869;0.0;-0.09000000357627869;0.09000000357627869;1686900;-97300;5.77;65700;0.0;19.93000030517578;0;0;0;0;0;0;1.7100000381469727;55.150001525878906;68.26000213623047;62.4900016784668;Technology Services;U;0.2199999988079071;0.4699999988079071;0.2199999988079071;0.5099999904632568;107.26000213623047;-59.439998626708984;-4.78000020980835
50.19;57.470001220703125;0;1;1;0;0;0;[];[];[];-0.10000000149011612;40.54999923706055;pscrt1;-0.12999999523162842;0.5299999713897705;-0.12999999523162842;0.800000011920929;2.6;2.5999999046325684;82.0;0.0;0.0;0.0;44.0;11.0;0.18000000715255737;0.0;0.18000000715255737;0.0;1681900;742100;44.12;270300;93.86795043945312;57.47999954223633;0;0;0;0;0;0;1.1100000143051147;53.0099983215332;50.189998626708984;57.470001220703125;Non-Energy Minerals;CCJ;0.019999999552965164;0.27000001072883606;0.019999999552965164;0.4000000059604645;40.970001220703125;-1.5;-43.06999969482422
48.63;60.400001525878906;0;0;0;0;0;0;"[""Doji""]";"[""Doji""]";[];0.5600000023841858;23.40999984741211;pscrt1;-0.27000001072883606;0.6700000166893005;-0.27000001072883606;0.6700000166893005;-0.04;-0.03999999910593033;0.0;0.0;100.0;19.0;90.0;10.0;0.18000000715255737;0.09000000357627869;0.18000000715255737;0.09000000357627869;1681300;-1211900;72.08;1211900;0.0;25.5;0;0;0;0;0;0;1.9700000286102295;52.650001525878906;48.630001068115234;60.400001525878906;Technology Services;AI;-0.03999999910593033;0.3799999952316284;-0.03999999910593033;0.3799999952316284;83.44999694824219;-48.7599983215332;-45.5
59.89;53.529998779296875;0;0;0;0;0;0;[];[];[];-0.17000000178813934;20.479999542236328;pscrt1;0.800000011920929;0.27000001072883606;0.800000011920929;0.27000001072883606;0.88;0.8799999952316284;35.0;0.0;100.0;0.0;44.0;33.0;0.18000000715255737;0.0;0.18000000715255737;-0.09000000357627869;1659500;904300;54.49;447700;24.0064754486084;23.6200008392334;0;0;0;0;0;0;1.2899999618530273;50.560001373291016;59.88999938964844;53.529998779296875;Non-Energy Minerals;GOLD;0.49000000953674316;0.12999999523162842;0.49000000953674316;0.09000000357627869;18.3799991607666;-37.630001068115234;-57.11000061035156
87.62;67.22000122070312;0;1;0;0;0;0;[];[];[];0.4399999976158142;124.01000213623047;pscrt1;0.800000011920929;-0.27000001072883606;0.800000011920929;0.6700000166893005;36.01;36.0099983215332;64.0;100.0;0.0;100.0;44.0;0.0;-0.09000000357627869;-0.09000000357627869;-0.09000000357627869;-0.18000000715255737;1646400;1120400;68.05;1444400;0.0;119.30999755859375;0;0;0;0;0;0;1.4500000476837158;48.650001525878906;87.62000274658203;67.22000122070312;Health Technology;BNTX;0.3499999940395355;-0.18000000715255737;0.3499999940395355;0.23999999463558197;84.80999755859375;-45.54999923706055;-77.62999725341797
65.54;70.25;0;2;2;0;0;0;[];[];[];2.0199999809265137;397.1400146484375;pscrt1;0.6700000166893005;0.6700000166893005;0.6700000166893005;0.800000011920929;38.34;38.34000015258789;100.0;100.0;0.0;0.0;67.0;33.0;0.18000000715255737;0.0;0.18000000715255737;0.0;1612000;1388000;86.1;1388000;15.936341285705566;400.9200134277344;0;0;0;0;0;0;1.6399999856948853;57.04999923706055;65.54000091552734;70.25;Retail Trade;ULTA;0.41999998688697815;0.33000001311302185;0.41999998688697815;0.4000000059604645;65.48999786376953;-22.239999771118164;-80.43000030517578
59.85;76.55999755859375;0;0;0;0;0;0;"[""Doji""]";"[""Doji""]";[];1.2400000095367432;359.760009765625;pscrt1;0.9300000071525574;0.0;0.9300000071525574;0.800000011920929;13.17;13.170000076293945;0.0;0.0;0.0;0.0;0.0;0.0;-0.09000000357627869;-0.27000001072883606;-0.09000000357627869;-0.18000000715255737;1600000;-1600000;100.0;1600000;46.6312370300293;365.8800048828125;0;0;0;1;1;1;1.399999976158142;51.40999984741211;59.849998474121094;76.55999755859375;Electronic Technology;ANET;0.41999998688697815;-0.14000000059604645;0.41999998688697815;0.3100000023841858;163.10000610351562;-16.540000915527344;70.01000213623047
66.08;84.41000366210938;0;1;0;0;0;0;[];[];[];2.180000066757202;91.3499984741211;pscrt1;0.9300000071525574;0.9300000071525574;0.9300000071525574;0.800000011920929;15.61;15.609999656677246;100.0;49.0;0.0;0.0;57.0;29.0;0.09000000357627869;0.0;0.09000000357627869;0.0;1562300;474700;30.38;474700;71.66954040527344;115.0;0;0;0;0;0;0;1.190000057220459;62.529998779296875;66.08000183105469;84.41000366210938;Utilities;VST;0.5099999904632568;0.4699999988079071;0.5099999904632568;0.4000000059604645;75.76000213623047;-37.38999938964844;-46.34000015258789
